,UIID,label,xmin,xmax,ymin,ymax
27519,16254.json,tb_forgot_password,21.0,147.25,447.25,468.5
27520,Soliha_screen_0097.json,icon_button,0.0,196.0,84.0,280.0
27521,Soliha_screen_0097.json,image,196.0,322.0,119.0,245.0
27522,Soliha_screen_0097.json,label,397.0,841.0,132.0,174.0
27523,Soliha_screen_0097.json,label,395.0,519.0,201.0,233.0
27524,Soliha_screen_0097.json,label,56.0,466.0,358.0,400.0
27525,Soliha_screen_0097.json,label,58.0,1338.0,473.0,1301.0
27526,Soliha_screen_0097.json,label,60.0,283.0,1435.0,1477.0
27527,Soliha_screen_0097.json,label,256.0,799.0,1620.0,1667.0
27528,Soliha_screen_0097.json,label,256.0,499.0,1688.0,1723.0
27529,Soliha_screen_0097.json,label,60.0,281.0,1923.0,1965.0
27530,Soliha_screen_0097.json,label,60.0,260.0,2108.0,2145.0
27531,Soliha_screen_0097.json,label,942.0,1382.0,2108.0,2155.0
27532,Soliha_screen_0097.json,label,60.0,336.0,2286.0,2323.0
27533,Soliha_screen_0097.json,label,1109.0,1380.0,2288.0,2323.0
27534,Soliha_screen_0097.json,label,60.0,191.0,2466.0,2511.0
27535,Soliha_screen_0097.json,label,1302.0,1382.0,2466.0,2501.0
27536,Soliha_screen_0097.json,label,60.0,160.0,2644.0,2679.0
27537,Soliha_screen_0097.json,label,1022.0,1380.0,2644.0,2679.0
27538,Soliha_screen_0097.json,image,45.16666666666674,207.66666666666674,1587.0,1753.6666666666667
27539,15881.json,price,22.75,65.25,145.25,164.25
27540,15881.json,price_s,22.75,55.5,164.25,178.5
27541,15881.json,separator_line,12.25,173.0,182.0,182.5
27542,15881.json,msg_icon,42.0,62.25,193.5,210.0
27543,15881.json,separator_line_v,92.25,92.75,182.5,215.75
27544,15881.json,heart_icon_button,122.25,143.25,193.5,210.0
27545,15881.json,price,197.5,232.25,145.25,164.25
27546,15881.json,price_s,197.5,224.25,164.25,178.5
27547,15881.json,separator_line,187.0,347.75,182.0,182.5
27548,15881.json,msg_icon,216.75,237.0,193.5,210.0
27549,15881.json,separator_line_v,267.0,267.5,182.5,215.75
27550,15881.json,heart_icon_button,297.0,318.0,193.5,210.0
27551,15881.json,image_view,10.5,174.75,227.25,457.0
27552,15881.json,discount,15.75,71.75,232.5,288.5
27553,15881.json,price,22.75,57.5,464.0,483.0
27554,15881.json,price_s,22.75,55.5,483.0,497.25
27555,15881.json,text_view,55.5,162.5,483.0,497.25
27556,15881.json,separator_line,12.25,173.0,500.75,501.25
27557,15881.json,msg_icon,42.0,62.25,512.25,528.75
27558,15881.json,separator_line_v,92.25,92.75,501.25,534.5
27559,15881.json,heart_icon_button,119.0,146.75,512.25,528.75
27560,15881.json,image_view,185.25,349.5,227.25,457.0
27561,15881.json,text_view,185.25,349.5,430.0,457.0
27562,15881.json,discount,190.5,246.5,232.5,288.5
27563,15881.json,price,197.5,240.0,464.0,483.0
27564,15881.json,price_s,197.5,230.25,483.0,497.25
27565,15881.json,text_view,230.25,337.25,483.0,497.25
27566,15881.json,separator_line,187.0,347.75,500.75,501.25
27567,15881.json,msg_icon,216.75,237.0,512.25,528.75
27568,15881.json,separator_line_v,267.0,267.5,501.25,534.5
27569,15881.json,heart_icon_button,297.0,318.0,512.25,528.75
27570,15881.json,image_view,10.5,174.75,546.0,598.0
27571,15881.json,image_view,185.25,349.5,546.0,598.0
27572,15881.json,discount,190.5,246.5,551.25,598.0
27573,15881.json,top_bar,0.0,360.0,21.0,70.0
27574,15881.json,text_view,14.0,112.25,82.0,101.0
27575,15881.json,text_view,14.0,176.5,101.0,117.5
27576,15881.json,button,285.75,346.0,82.25,117.25
27577,15881.json,image_view,0.0,45.5,33.75,57.0
27578,15881.json,text_view,45.5,269.75,33.75,57.0
27579,15881.json,text_view,318.0,360.0,24.5,66.5
27580,15881.json,image_view,10.0,174.66666666666666,129.66666666666666,139.0
27581,15881.json,image_view,185.33333333333334,349.3333333333333,129.66666666666666,139.0
27582,15881.json,card_partial,9.333333333333332,174.66666666666666,128.33333333333334,217.66666666666666
27583,15881.json,card_partial,184.66666666666666,348.6666666666667,128.33333333333334,217.0
27584,15881.json,card,9.333333333333332,175.33333333333334,225.66666666666666,535.0
27585,15881.json,card,184.66666666666666,349.3333333333333,225.66666666666666,535.0
27586,15881.json,card_partial,9.333333333333332,176.0,545.0,599.0
27587,15881.json,card_partial,184.66666666666666,350.6666666666667,545.0,599.6666666666666
27588,62545.json,image_view,26.25,333.75,47.25,288.5
27589,62545.json,log_in,26.25,333.75,360.5,402.5
27590,62545.json,sign_up,26.25,333.75,415.75,457.75
27591,62545.json,button,26.25,333.75,529.75,571.75
27592,34775.json,image_view,10.5,174.75,21.0,58.5
27593,34775.json,image_view,10.5,174.75,21.0,58.5
27594,34775.json,price,140.25,174.0,70.0,89.66666666666667
27595,34775.json,text_view,10.5,129.75,69.0,102.25
27596,34775.json,image_view,185.25,349.5,21.0,58.5
27597,34775.json,image_view,185.25,349.5,21.0,58.5
27598,34775.json,text_view,185.25,304.5,69.0,102.25
27599,34775.json,image_view,10.5,174.75,116.25,280.5
27600,34775.json,image_view,10.5,174.75,116.25,280.5
27601,34775.json,text_view,10.5,115.5,291.0,324.25
27602,34775.json,image_view,185.25,349.5,116.25,280.5
27603,34775.json,image_view,185.25,349.5,116.25,280.5
27604,34775.json,text_view,185.25,304.5,291.0,324.25
27605,34775.json,image_view,10.5,174.75,338.25,502.5
27606,34775.json,image_view,10.5,174.75,338.25,502.5
27607,34775.json,text_view,10.5,115.5,513.0,546.25
27608,34775.json,image_view,185.25,349.5,338.25,502.5
27609,34775.json,image_view,185.25,349.5,338.25,502.5
27610,34775.json,text_view,185.25,290.25,513.0,546.25
27611,34775.json,image_view,10.5,174.75,560.25,598.0
27612,34775.json,image_view,10.5,174.75,560.25,598.0
27613,34775.json,image_view,185.25,349.5,560.25,598.0
27614,34775.json,image_view,185.25,349.5,560.25,598.0
27615,34775.json,price,314.0,348.66666666666663,67.0,87.66666666666667
27616,34775.json,price,314.66666666666663,349.33333333333326,291.0,311.66666666666674
27617,34775.json,price,125.99999999999997,174.0,289.66666666666663,313.0
27618,34775.json,price,126.66666666666663,174.66666666666666,511.66666666666663,535.0000000000001
27619,34775.json,price,301.3333333333333,349.33333333333337,513.0,536.3333333333335
27620,34775.json,card_partial,10.666666666666668,174.66666666666666,21.0,103.66666666666667
27621,34775.json,card_partial,184.66666666666666,350.0,21.0,103.66666666666667
27622,34775.json,card,11.333333333333332,176.0,115.66666666666667,326.3333333333333
27623,34775.json,card,185.33333333333334,350.0,115.66666666666669,326.33333333333326
27624,34775.json,card,9.333333333333343,174.00000000000006,337.66666666666674,548.3333333333333
27625,34775.json,card,185.33333333333334,350.0,337.66666666666674,548.3333333333334
27626,34775.json,card_partial,10.0,176.0,559.6666666666666,599.0
27627,34775.json,card_partial,184.66666666666666,350.6666666666667,560.3333333333334,599.0
27628,13922.json,text_view,52.5,198.5,25.5,49.5
27629,13922.json,icon_button,0.0,49.0,21.0,70.0
27630,13922.json,text_view,52.5,219.25,49.5,65.5
27631,13922.json,share_button,271.5,299.5,31.5,59.5
27632,13922.json,fb_button,321.5,349.5,31.5,59.5
27633,13922.json,image_view,0.0,360.0,70.0,196.5
27634,13922.json,image_view,0.0,360.0,70.0,196.5
27635,13922.json,image_view,0.0,360.0,70.0,196.5
27636,13922.json,text_view,316.75,360.0,162.0,182.5
27637,13922.json,text_view,7.0,288.5,200.0,223.75
27638,13922.json,price,288.5,353.0,200.0,223.75
27639,13922.json,text_view,7.0,296.25,220.5,239.0
27640,13922.json,price,296.25,353.0,220.5,239.0
27641,13922.json,text_button,0.0,164.25,242.5,284.5
27642,13922.json,text_button,164.25,360.0,242.5,284.5
27643,13922.json,text_view,0.0,360.0,305.5,347.5
27644,13922.json,text_view,7.0,115.25,347.5,367.25
27645,13922.json,text_view,125.75,234.0,347.5,367.25
27646,13922.json,text_view,244.5,353.0,347.5,367.25
27647,13922.json,text_view,7.0,115.25,374.25,404.0
27648,13922.json,text_view,125.75,234.0,374.25,404.0
27649,13922.json,discount,244.5,353.0,374.25,404.0
27650,13922.json,text_view,7.0,115.25,404.0,437.25
27651,13922.json,text_view,125.75,234.0,404.0,423.25
27652,13922.json,text_view,244.5,353.0,404.0,423.25
27653,13922.json,text_button,0.0,161.5,444.5,486.5
27654,13922.json,text_button,153.0,360.0,444.5,486.5
27655,13922.json,ad,39.0,319.6666666666667,496.3333333333333,549.6666666666666
27656,13922.json,button,0.0,360.0,551.0,598.0
27657,7988.json,image_view,129.25,230.5,25.5,42.75
27658,7988.json,image_view,58.75,302.0,128.75,305.6666666666667
27659,7988.json,text_view,67.75,292.25,368.0,396.5
27660,7988.json,text_view,14.0,346.0,403.5,438.5
27661,7988.json,navigation_dots,162.0,197.75,475.25,484.25
27662,7988.json,text_button,122.75,237.0,528.0,570.0
27663,66121.json,icon_button,0.0,49.0,21.0,70.0
27664,66121.json,image_view,54.0,306.0,85.0,214.5
27665,66121.json,image_view,14.0,35.0,299.5,320.5
27666,66121.json,username,63.0,297.0,289.0,326.25
27667,66121.json,image_view,14.0,35.0,341.5,362.5
27668,66121.json,password,63.0,297.0,331.0,368.25
27669,66121.json,check_box,10.5,38.5,387.0,415.0
27670,66121.json,text_view,63.0,131.25,393.75,408.0
27671,66121.json,log_in,63.0,297.0,429.0,471.0
27672,66121.json,button,63.0,297.0,492.0,534.0
27673,24647.json,image_view,81.0,278.75,82.25,123.5
27674,24647.json,username,14.0,346.0,144.5,186.5
27675,24647.json,image_view,318.0,339.0,155.0,176.0
27676,24647.json,password,14.0,346.0,193.5,235.5
27677,24647.json,text_button,55.25,110.25,312.5,328.0
27678,24647.json,separator_line_v,132.25,133.25,312.5,328.0
27679,24647.json,tb_sign_up,155.25,210.25,312.5,328.0
27680,24647.json,separator_line_v,232.25,233.25,312.5,328.0
27681,24647.json,text_button,255.25,304.5,312.5,328.0
27682,24647.json,text_button,54.75,146.5,460.5,495.5
27683,24647.json,text_button,207.75,305.0,460.5,495.5
27684,24647.json,separator_line,14.0,346.0,500.75,501.75
27685,24647.json,text_button,126.75,233.0,515.75,530.0
27686,24647.json,text_button,69.0,160.5,537.0,551.25
27687,24647.json,separator_line_v,174.5,175.5,539.75,548.5
27688,24647.json,tb_privacy_terms,189.5,290.75,537.0,551.25
27689,24647.json,text_view,80.25,279.75,560.0,572.0
27690,24647.json,text_view,101.0,259.0,572.0,584.0
27691,24647.json,log_in,14.333333333333332,346.3333333333333,249.66666666666666,291.0
27692,37591.json,text_view,52.5,106.75,33.75,57.0
27693,37591.json,icon_button,0.0,49.0,21.0,70.0
27694,37591.json,image_view,136.25,223.75,82.25,169.75
27695,37591.json,number,12.25,347.75,173.91666666666666,217.66666666666666
27696,37591.json,separator_line,12.25,347.75,217.0,217.25
27697,37591.json,username,12.25,347.75,217.25,261.0
27698,37591.json,separator_line,12.25,347.75,261.0,261.25
27699,37591.json,password,12.25,347.75,261.25,305.0
27700,37591.json,separator_line,12.25,347.75,305.0,305.25
27701,37591.json,email,12.25,347.75,305.25,349.0
27702,37591.json,next,12.25,347.75,542.0,585.75
27703,19093.json,image_view,104.25,255.75,64.75,131.75
27704,19093.json,text_view,113.0,246.75,198.75,220.0
27705,19093.json,image_view,158.0,201.75,234.0,277.75
27706,19093.json,text_view,166.75,192.75,291.75,303.5
27707,19093.json,image_view,99.5,117.0,381.25,398.75
27708,19093.json,google_button,85.66666666666666,275.0,371.6666666666667,408.3333333333333
27709,19093.json,image_view,99.5,117.0,425.0,442.5
27710,19093.json,fb_button,85.0,274.3333333333333,415.6666666666667,452.3333333333333
27711,19093.json,image_view,99.5,117.0,468.75,486.25
27712,19093.json,sign_up,86.33333333333334,274.3333333333333,460.3333333333333,495.0
27713,19093.json,text_view,101.0,180.0,523.0,539.25
27714,19093.json,separator_line_v,194.0,195.0,521.5,540.75
27715,19093.json,tb_log_in,209.0,258.75,523.0,539.25
27716,19093.json,text_view,68.75,291.0,553.25,598.0
27717,11159.json,text_view,9.416666666666671,46.16666666666667,31.416666666666664,51.416666666666664
27718,11159.json,text_view,126.5,233.25,30.0,51.25
27719,11159.json,separator_line,0.0,360.0,60.5,62.25
27720,11159.json,image_view,148.33333333333334,211.66666666666666,132.33333333333334,197.0
27721,11159.json,username,0.3333333333333357,359.0,221.66666666666666,258.0
27722,11159.json,password,0.0,359.0,259.0,294.0
27723,11159.json,tb_log_in,13.0,347.6666666666667,313.0,353.6666666666667
27724,13164.json,sign_up,0.0,119.75,563.0,598.0
27725,13164.json,separator_line_v,119.75,120.0,563.0,598.0
27726,13164.json,button,120.0,239.75,563.0,598.0
27727,13164.json,separator_line_v,239.75,240.0,563.0,598.0
27728,13164.json,button,240.0,360.0,563.0,598.0
27729,13164.json,image_view,0.0,360.0,21.0,250.25
27730,13164.json,image_view,48.75,311.25,274.75,318.5
27731,13164.json,username,59.25,300.75,318.5,350.75
27732,13164.json,password,59.25,300.75,357.75,390.0
27733,13164.json,text_view,59.25,145.75,401.0,417.5
27734,13164.json,toggle,204.75,300.75,397.0,421.5
27735,13164.json,log_in,59.25,300.75,428.5,465.25
27736,25056.json,image_view,130.25,229.5,43.75,93.25
27737,25056.json,image_view,0.0,360.0,93.25,122.5
27738,25056.json,text_view,0.0,360.0,122.5,164.75
27739,25056.json,text_view,0.0,360.0,182.25,201.25
27740,25056.json,text_view,0.0,360.0,201.25,220.25
27741,25056.json,text_view,52.5,227.75,253.25,267.5
27742,25056.json,text_view,231.25,307.5,253.25,267.5
27743,25056.json,button,88.0,271.75,297.0,340.75
27744,25056.json,image_view,0.0,359.0,340.75,547.0
27745,25056.json,text_view,75.5,210.25,563.75,590.0
27746,25056.json,text_view,213.75,284.5,563.75,590.0
27747,5059.json,image_view,0.0,360.0,21.0,223.5
27748,5059.json,username,14.0,346.0,230.5,272.5
27749,5059.json,password,14.0,346.0,272.5,314.5
27750,5059.json,text_view,14.0,297.5,321.5,365.25
27751,5059.json,check_box,297.5,346.0,331.5,355.25
27752,5059.json,tb_sign_up,122.5,237.5,442.25,484.25
27753,5059.json,tb_forgot_password,99.25,260.75,484.25,526.25
27754,5059.json,text_button,136.75,223.0,526.25,568.25
27755,5059.json,text_view,0.0,360.0,568.25,584.75
27756,5059.json,log_in,20.666666666666664,338.6666666666667,373.0,413.6666666666667
27757,39425.json,filter_button,33.5,100.25,70.0,112.0
27758,39425.json,text_view,100.25,121.25,80.5,101.5
27759,39425.json,sort,205.75,259.0,70.0,112.0
27760,39425.json,separator_line_v,310.0,311.0,70.0,112.0
27761,39425.json,image_view,311.0,360.0,70.0,112.0
27762,39425.json,image_view,21.75,161.75,119.0,259.0
27763,39425.json,text_view,14.0,169.5,260.0,291.0
27764,39425.json,price,14.0,84.0,294.5,311.0
27765,39425.json,price_s,14.0,72.75,311.0,325.25
27766,39425.json,discount,77.25,101.25,311.0,325.25
27767,39425.json,rating_bar,12.25,91.0,332.25,348.0
27768,39425.json,text_view,94.5,108.0,330.5,348.0
27769,39425.json,image_view,198.25,338.25,119.0,259.0
27770,39425.json,text_view,190.5,346.0,260.0,291.0
27771,39425.json,price,190.5,243.5,294.5,311.0
27772,39425.json,price_s,190.5,235.0,311.0,325.25
27773,39425.json,discount,239.5,263.5,311.0,325.25
27774,39425.json,rating_bar,188.75,267.5,332.25,348.0
27775,39425.json,text_view,271.0,284.5,330.5,348.0
27776,39425.json,image_view,21.75,161.75,360.25,500.25
27777,39425.json,text_view,14.0,169.5,501.25,532.25
27778,39425.json,price,14.0,67.0,535.75,552.25
27779,39425.json,price_s,14.0,58.5,552.25,566.5
27780,39425.json,discount,62.33333333333333,86.33333333333333,552.9166666666667,567.1666666666667
27781,39425.json,rating_bar,12.25,91.0,573.5,589.25
27782,39425.json,text_view,94.5,108.0,571.75,589.25
27783,39425.json,image_view,198.25,338.25,360.25,500.25
27784,39425.json,text_view,190.5,346.0,501.25,532.25
27785,39425.json,price,190.5,250.5,535.75,552.25
27786,39425.json,price_s,190.5,249.25,552.25,566.5
27787,39425.json,discount,253.75,277.75,552.25,566.5
27788,39425.json,rating_bar,188.75,267.5,573.5,589.25
27789,39425.json,text_view,271.0,284.5,571.75,589.25
27790,39425.json,search_button,237.5,272.5,28.0,63.0
27791,39425.json,cart_icon_button,279.5,314.5,28.0,63.0
27792,39425.json,menu_dots,321.5,356.5,28.0,63.0
27793,39425.json,icon_button,0.0,49.0,21.0,70.0
27794,39425.json,text_view,52.5,100.5,34.75,56.0
27795,39425.json,card,6.666666666666668,178.0,117.66666666666667,353.6666666666667
27796,39425.json,card,183.33333333333334,354.6666666666666,116.99999999999999,353.0
27797,39425.json,card,5.333333333333371,176.6666666666666,360.3333333333333,596.3333333333333
27798,39425.json,card,182.66666666666669,353.99999999999994,360.3333333333333,596.3333333333333
27799,23301.json,text_view,33.25,326.75,103.25,142.75
27800,23301.json,text_button,124.75,235.25,176.0,192.5
27801,23301.json,sign_up,33.25,326.75,464.75,499.75
27802,23301.json,log_in,33.25,326.75,513.75,548.75
27803,23301.json,text_view,149.5,210.5,566.25,580.5
27804,23301.json,text_view,14.0,64.5,33.75,57.0
27805,Soliha_screen_0326.json,image,33.0,191.0,103.0,261.0
27806,Soliha_screen_0326.json,ActionBar$Tab,84.0,508.0,280.0,476.0
27807,Soliha_screen_0326.json,label,195.0,397.0,358.0,399.0
27808,Soliha_screen_0326.json,ActionBar$Tab,508.0,932.0,280.0,476.0
27809,Soliha_screen_0326.json,label,587.0,855.0,360.0,409.0
27810,Soliha_screen_0326.json,ActionBar$Tab,932.0,1356.0,280.0,476.0
27811,Soliha_screen_0326.json,label,1019.0,1267.0,358.0,409.0
27812,Soliha_screen_0326.json,label,89.0,392.0,558.0,604.0
27813,Soliha_screen_0326.json,image,70.0,1370.0,657.0,1113.0
27814,Soliha_screen_0326.json,label,88.0,585.0,1227.0,1284.0
27815,Soliha_screen_0326.json,button,70.0,395.0,1326.0,1606.0
27816,Soliha_screen_0326.json,label,184.0,282.0,1509.0,1535.0
27817,Soliha_screen_0326.json,button,395.0,720.0,1326.0,1606.0
27818,Soliha_screen_0326.json,label,452.0,663.0,1509.0,1542.0
27819,Soliha_screen_0326.json,button,720.0,1045.0,1326.0,1606.0
27820,Soliha_screen_0326.json,label,751.0,1012.0,1509.0,1535.0
27821,Soliha_screen_0326.json,button,1045.0,1370.0,1326.0,1606.0
27822,Soliha_screen_0326.json,label,1139.0,1274.0,1509.0,1542.0
27823,Soliha_screen_0326.json,button,70.0,395.0,1606.0,1886.0
27824,Soliha_screen_0326.json,label,182.0,283.0,1790.0,1822.0
27825,Soliha_screen_0326.json,button,395.0,720.0,1606.0,1886.0
27826,Soliha_screen_0326.json,label,494.0,621.0,1790.0,1822.0
27827,Soliha_screen_0326.json,button,720.0,1045.0,1606.0,1886.0
27828,Soliha_screen_0326.json,label,839.0,926.0,1789.0,1815.0
27829,Soliha_screen_0326.json,button,1045.0,1370.0,1606.0,1886.0
27830,Soliha_screen_0326.json,label,1114.0,1300.0,1789.0,1822.0
27831,Soliha_screen_0326.json,label,88.0,775.0,2002.0,2046.0
27832,Soliha_screen_0326.json,ActionBar$Tab,18.0,369.0,2582.0,2792.0
27833,Soliha_screen_0326.json,label,140.0,249.0,2715.0,2745.0
27834,Soliha_screen_0326.json,ActionBar$Tab,369.0,720.0,2582.0,2792.0
27835,Soliha_screen_0326.json,label,481.0,609.0,2715.0,2745.0
27836,Soliha_screen_0326.json,ActionBar$Tab,720.0,1071.0,2582.0,2792.0
27837,Soliha_screen_0326.json,label,802.0,991.0,2713.0,2754.0
27838,Soliha_screen_0326.json,ActionBar$Tab,1071.0,1422.0,2582.0,2792.0
27839,Soliha_screen_0326.json,label,1188.0,1302.0,2713.0,2745.0
27840,43003.json,image_view,96.0,264.0,64.75,133.0
27841,43003.json,username,35.0,325.0,150.5,192.5
27842,43003.json,password,35.0,325.0,192.5,234.5
27843,43003.json,tb_forgot_password,35.0,325.0,252.0,267.5
27844,43003.json,text_view,97.33333333333333,260.6666666666667,340.3333333333333,363.0
